,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Emotion
10512,10512,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10513,10513,24.0,0.9190000295639038,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",nih kata gus salah satu menteri jokowi dekat rakyat erick thohir,positive
10514,10514,32.0,0.7171000242233276,"politik, jabat, presiden, panjang, masa, partai, jumlah, usul, pimpin, tahun",masa jabat ndak perlu rusak tokoh reformasi bangsa blunder sejarah kelam politik jabat presiden terlalu karno nobat sbg presiden umur konflik chaos,positive
10515,10515,11.0,0.5649999976158142,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",ngomong nu ga ikut politik praktis piye jal,negative
10516,10516,13.0,0.9305999875068665,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",apa beza theory subtopic theory tu apa jadi kiblat lihat adil jadi laku,negative
10517,10517,22.0,0.7921000123023987,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",indonesia jadi presidensi g20 kali pertama sempat indonesia manfaat,negative
10518,10518,22.0,0.3653999865055084,"politik, sepakbola, pkb, sama, tak, kab, bawa, ga, rusia, pernah",baik catat sempat air framing jahat menag sama azan gonggong anjing kail sambut ribut siap politik lanjut bahaya,negative
10519,10519,30.0,0.878600001335144,"politik, lebih, tak, kotor, masyarakat, parah, just, cari, ajak, pak",just tak masyarakat lebih parah politik kotor,positive
10520,10520,19.0,0.902899980545044,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",hak rakyat rampas elite politik tak alas tunda milu,negative
10521,10521,19.0,0.3594000041484833,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",akut abuse of power mpr tanya rakyat dulu soal wacana milu tunda,negative
10522,10522,5.0,0.3887999951839447,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",hubung arab saudi dunia bukan dasar faktor ekonomi aman politik,negative
10523,10523,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10524,10524,5.0,0.878600001335144,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",mantan lawan politik gubernur anies puji tangan,negative
10525,10525,31.0,0.9351999759674072,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",harap besar kyai yahya pilih ketua pbnu lebih des beliau nyata pbnu gak jadi,negative
10526,10526,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10527,10527,26.0,0.9190000295639038,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",prn afiqah kerja kali ganda mahu rapat jurang bangun dun bukit,negative
10528,10528,24.0,0.939300000667572,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",intelektual muda nu ubaidillah amin lihat menteri bumn erick thohir bukan buat bumn jadi baik,negative
10529,10529,11.0,0.9117000102996826,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",banyak hikmah tonton tayang soal bagaimana kelompok konservatif amerika mjd,negative
10530,10530,23.0,0.9577000141143799,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",cakap wartawan siap buat review correction lah kalau berani debat ajak top gun parti politik tun zahid najib kit siang guan eng anwar baru tak bacul,negative
10531,10531,23.0,0.36500000953674316,"politik, ni, kuasa, tak, dah, nak, orang, kan, la, sekarang",buzzer istana sengaja otak nya program jatuh lawan politik serang ganduh umst islam alih isu,positive
10532,10532,33.0,0.9351999759674072,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",why pbnu nu memang baik tpi org2 dalam manusia utama pkb salah sayang gus,negative
10533,10533,19.0,0.838100016117096,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",hhhmm agama jadi komoditi politik orang,negative
10534,10534,24.0,0.7160000205039978,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",josss bumn nilai mampu sejahtera nelayan,negative
10535,10535,19.0,0.902899980545044,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",hak rakyat rampas elite politik tak alas tunda milu,negative
10536,10536,13.0,0.939300000667572,"n, gera, dukung, klo, kuat, besar, moga, makin, byk, patut",klo betul gera patut dukung n moga gera makin besar n kuat byk saudara2 kt,negative
10537,10537,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10538,10538,33.0,0.9117000102996826,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",amat politik sayang ketua pbnu sebut tunda milu masuk akal,negative
10539,10539,7.0,0.8080000281333923,"politik, cari, in, ideologi, kalau, level, pasang, sembang, tukar, ajak",semua punya alas perang putus politik paling derita org2 tdk context perintah perang thdp negara bawa bencana,negative
10540,10540,33.0,0.9117000102996826,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",amat politik sayang ketua pbnu sebut tunda milu masuk akal,negative
10541,10541,3.0,0.9351999759674072,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",innalillahi gus yahya baru jg jadi ketua pbnu blm apa2 omong udh sbg lembaga,negative
10542,10542,14.0,0.939300000667572,"atas, kalau, nu, betul, asal, tdk, penting, dukung, gera, bener2",turut duka atas wafat bapak arifin panigoro tokoh reformasi mentor politik sangat baik anggota wantimpres,negative
10543,10543,33.0,0.9190000295639038,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",kekang sama sekali politik campur bola sepak president eksklusif sama president,negative
10544,10544,26.0,0.9253000020980835,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",political opinion rilis hasil survei tajuk dinamika isu sosial masyarakat konstelasi politik,positive
10545,10545,19.0,0.8134999871253967,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",kalau tak suka usia tu tak dapek nak tolong politik bukan tengok usia kerja kalau muda kerja tak alit lembab tak masalah malaysia ajar lihat alit fizikal cth bidang seni cukup,positive
10546,10546,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10547,10547,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10548,10548,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10549,10549,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10550,10550,21.0,0.39590001106262207,"politik, partai, kata, negara, cari, buat, jadi, kalau, sepakbola, main",gak sanksi buat israel buka pipa larang main atribut kena perang palestina kata politik beda olahraga khusus sepakbola bukan pro rusia apa beda perang palestina,positive
10551,10551,26.0,0.9190000295639038,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",mungkin benar b40 mudah hibur rm aje dah undi mana2 sepi,negative
10552,10552,9.0,0.5943999886512756,"politik, buat, bumn, jadi, si, utk, jgn, sehat, pd, main",perlu ajar punya sadar diri laku politik identitas ikut,negative
10553,10553,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10554,10554,26.0,0.3970000147819519,"politik, baru, rakyat, johor, nak, dah, lebih, jadi, aku, indonesia",akde modal orang politik nak suh orang undi pasti peluang kerja yada yada yada,negative
10555,10555,31.0,0.9351999759674072,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",harap besar kyai yahya pilih ketua pbnu lebih des beliau nyata pbnu gak jadi,negative
10556,10556,15.0,0.9190000295639038,"politik, indonesia, cari, buat, kalau, jadi, bagai, mau, ni, baik",ambruk sistem kapitalisme tinggal tunggu waktu perkara kaum muslim mampu menang,negative
10557,10557,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10558,10558,11.0,0.5149000287055969,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",pakde bukan pimpin ideal bangsa laku politik luar gaul internasional sangat buat citra gaduh sih jago,negative
10559,10559,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10560,10560,2.0,0.9053999781608582,"politik, cari, kalau, tukar, ideologi, pasang, level, in, sembang, ajak",malaysia singapura punya hubung hala penting utama segi politik ekonomi budaya sosial sempadan lumpuh ekonomi tempat johor bahru ramai niaga kes teruk banyak niaga paksa gulung tikar,negative
10561,10561,11.0,0.8569999933242798,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",mkatanya jangan ikut politik praktis nyungseb alah pak jangan bawa bawa nu lah dukungs sendiri ajah nu ogah periode,negative
10562,10562,10.0,0.8784999847412109,"politik, punya, partai, apa, tahun, amerika, ilmu, rakyat, pesimis, jadi",solat jarak2 hibur politik jadah semua rapat2 apa kelancaio,negative
10563,10563,3.0,0.5503000020980835,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",hahaha gak urus bola jauh lbh penting urus politik krn harga diri,negative
10564,10564,24.0,0.9351999759674072,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",intelektual muda nu gus ubaid sebut menteri bumn salah satu menteri pak jokowi prestasi,positive
10565,10565,28.0,0.9351999759674072,"cari, kalau, ajak, in, ideologi, all, topik, tukar, pasang, level",srateginya upaya pecah belah adu domba antar suku antar agama negara alami gaduh kacau,negative
10566,10566,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10567,10567,19.0,0.902899980545044,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",hak rakyat rampas elite politik tak alas tunda milu,negative
10568,10568,14.0,0.7699000239372253,"atas, kalau, nu, betul, asal, tdk, penting, dukung, gera, bener2",berita tempo hari emang wajib baca ulas panjang lebar sini soal manuver politik milu tunda,negative
10569,10569,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10570,10570,33.0,0.7649999856948853,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",wakil ketua dpd ri sayang nyata ketua kira tepat ketua umum sangat tunggu,negative
10571,10571,24.0,0.9253000020980835,"erick, menteri, jokowi, thohir, satu, muda, bumn, politik, nu, rakyat",gus salah satu menteri jokowi dekat rakyat erick thohir ubaidillah amin dapat,negative
10572,10572,31.0,0.5275999903678894,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",kalau biasa kerja politik benda ni benda biasa dorang nak survey barangkali atus undi dorang dorang tak rasuah apa normal call dorang catat barangkali sama sokong atas pagar tak,negative
10573,10573,31.0,0.9190000295639038,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",operasi partai tunda partai koalisi perintah usaha tunda milu manuver hasil,negative
10574,10574,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10575,10575,34.0,0.47679999470710754,"milu, ikut, alas, tunda, barat, takut, pertama, aman, pki, iri",jangan pake identitas dunia damai noh ahed tamimi dijadiin bahan propaganda buzzer ukraina cuman gara2 rambut pirang,negative
10576,10576,21.0,0.5307999849319458,"politik, partai, kata, negara, cari, buat, jadi, kalau, sepakbola, main",identitas roy suryo,negative
10577,10577,19.0,0.8331999778747559,"politik, tunda, milu, tak, rakyat, elite, alas, hak, rampas, kalau",takut kira ngarang cerita ngarang pernytaan beliau link berita sumber nyata,positive
10578,10578,8.0,0.8920000195503235,"politik, cari, kalau, tukar, sembang, ajak, level, all, ideologi, topik",agong pandang serius isu rasuah stabil politik penuh,positive
10579,10579,33.0,0.878600001335144,"politik, milu, tunda, ketua, masuk, akal, pbnu, sayang, presiden, jadi",kata libat politik pak langgar konstitusi pak,negative
10580,10580,27.0,0.9190000295639038,"politik, agama, tipu, daya, guna, ajar, bukan, juang, selamat, rakyat",tipu daya guna agama tipu daya politik bukan bagi juang agama,positive
10581,10581,17.0,0.6859999895095825,"cari, kalau, tukar, ajak, sembang, in, ideologi, pasang, level, all",bangun teori manusia libat perang buah variabel teori rubuh jadi perang liput teori ekonomi sosiologi politik psikologi hukum bahasa,positive
10582,10582,31.0,0.9351999759674072,"partai, tunda, pbnu, lebih, jadi, pilih, milu, hasil, besar, harap",harap besar kyai yahya pilih ketua pbnu lebih des beliau nyata pbnu gak jadi,negative
10583,10583,11.0,0.838100016117096,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",komika si paling paham politik,negative
10584,10584,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10585,10585,11.0,0.9117000102996826,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",banyak hikmah tonton tayang soal bagaimana kelompok konservatif amerika mjd,negative
10586,10586,3.0,0.5712000131607056,"politik, jadi, baru, ketua, omong, jg, udh, sbg, blm, lembaga",mana dong hukum ucap cebong harus lawan politik,negative
10587,10587,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10588,10588,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10589,10589,4.0,0.9253000020980835,"cari, kalau, ajak, pasang, all, sembang, ideologi, level, in, topik",kalau cari pasang cari ajak sembang topik tukar in all level ideologi,negative
10590,10590,29.0,0.9429000020027161,"buat, kata, makin, tinggi, sbb, bagai, kes, of, sop, uni",uni cancel buat majlis konvo kata sbb kes makin tinggi despite of preventable measure sop bagai,negative
10591,10591,5.0,0.42419999837875366,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",gaspoll gus tum maju sama rakyat politik lima,negative
10592,10592,0.0,0.9305999875068665,"politik, cari, kalau, jadi, perang, islam, laku, umat, tanah, balik",hikmah balik peperangan catur laku perang proksi tanah air umat islam anggap jadi,negative
10593,10593,11.0,0.838100016117096,"politik, jadi, rusia, paling, tahun, pimpin, mau, semua, si, agama",libat politik beberapa negara tentu,negative
10594,10594,5.0,0.7904000282287598,"politik, bukan, partai, milu, orang, tuju, ga, tunda, sama, tebar",awas baru lantik jangan jilat ludah sendiri malu dong sama nama ormasnya arti kumpul orang orang kemarin bilang gak masuk masuk ranah politik,negative
